icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,country,trajectory_id,is_spoofed,spoof_category
00801b,ZSAAK,South Africa,1732579200.0,1732579200.0,27.5563,-25.5985,9540.24,False,153.93,297.25,0.0,,10240.24,,False,0,South Africa,00801b_2620436a,0,
00801b,ZSAAK,South Africa,1732579313.0,1732579313.0,27.3963,-25.5261,9753.6,False,162.58,284.48,0.0,,10453.6,,False,0,South Africa,00801b_2620436a,0,
00801b,ZSAAK,South Africa,1732579429.0,1732579429.0,27.3005,-25.641,8564.88,False,212.68,151.7,0.0,,9264.88,,False,0,South Africa,00801b_2620436a,0,
00801b,ZSAAK,South Africa,1732579534.0,1732579534.0,27.4786,-25.743,7254.24,False,200.45,120.71,0.0,,7954.24,,False,0,South Africa,00801b_2620436a,0,
00801b,ZSAAK,South Africa,1732579664.0,1732579664.0,27.6931,-25.8595,5440.68,False,186.25,121.1,0.0,,6140.68,,False,0,South Africa,00801b_2620436a,0,
00801b,ZSAAK,South Africa,1732579781.0,1732579781.0,27.8678,-25.9563,4244.34,False,158.74,121.89,0.0,,4944.34,,False,0,South Africa,00801b_2620436a,0,
00801b,ZSAAK,South Africa,1732579899.0,1732579899.0,27.9762,-26.078,3657.6,False,136.38,159.92,0.0,,4357.6,,False,0,South Africa,00801b_2620436a,0,
00801b,ZSAAK,South Africa,1732580005.0,1732580005.0,28.0251,-26.2031,2529.84,False,139.64,163.3,0.0,,3229.84,,False,0,South Africa,00801b_2620436a,0,
00801b,ZSAAK,South Africa,1732580130.0,1732580130.0,28.0955,-26.3222,2354.58,False,122.18,105.38,0.0,,3054.58,,False,0,South Africa,00801b_2620436a,0,
00801b,ZSAAK,South Africa,1732580241.0,1732580241.0,28.2052,-26.3056,2362.2,False,97.68,23.59,0.0,,3062.2,,False,0,South Africa,00801b_2620436a,0,
00801b,ZSAAK,South Africa,1732580311.0,1732580311.0,28.2219,-26.2494,2118.36,False,87.49,15.34,0.0,,2818.36,,False,0,South Africa,00801b_2620436a,0,
00801b,ZSAAK,South Africa,1732580401.0,1732580401.0,28.241,-26.1874,1760.22,False,67.41,15.95,0.0,,2460.2200000000003,,False,0,South Africa,00801b_2620436a,0,
0084e5,ZSBVO,South Africa,1731110400.0,1731110400.0,19.1631,-32.5924,9913.62,False,156.45,178.49,0.0,,10613.62,,False,0,South Africa,0084e5_05cf99db,0,
0084e5,ZSBVO,South Africa,1731110524.0,1731110524.0,19.1682,-32.7738,8831.58,False,173.43,178.47,0.0,,9531.58,,False,0,South Africa,0084e5_05cf99db,0,
0084e5,ZSBVO,South Africa,1731110650.0,1731110650.0,19.1741,-32.9769,7734.3,False,184.73,178.72,0.0,,8434.3,,False,0,South Africa,0084e5_05cf99db,0,
0084e5,ZSBVO,South Africa,1731110777.0,1731110777.0,19.1803,-33.1867,6484.62,False,183.19,178.71,0.0,,7184.62,,False,0,South Africa,0084e5_05cf99db,0,
0084e5,ZSBVO,South Africa,1731110892.0,1731110892.0,19.1856,-33.3723,5349.24,False,177.02,178.67,0.0,,6049.24,,False,0,South Africa,0084e5_05cf99db,0,
0084e5,ZSBVO,South Africa,1731111010.0,1731111010.0,19.1247,-33.5409,4282.44,False,157.64,198.26,0.0,,4982.44,,False,0,South Africa,0084e5_05cf99db,0,
00866d,ZUJCG,South Africa,1730505600.0,1730505600.0,18.5861,-33.7175,487.68,False,47.03,210.21,0.0,,1187.68,,False,0,South Africa,00866d_56ad17a7,0,
00866d,ZUJCG,South Africa,1730505693.0,1730505693.0,18.5584,-33.7495,472.44,False,47.39,200.99,0.0,,1172.44,,False,0,South Africa,00866d_56ad17a7,0,
00866d,ZUJCG,South Africa,1730505828.0,1730505828.0,18.564,-33.7631,327.66,False,46.66,165.96,0.0,,1027.66,,False,0,South Africa,00866d_56ad17a7,0,
00866d,ZUJCG,South Africa,1730505934.0,1730505934.0,18.549,-33.7699,175.26,False,34.05,355.67,0.0,,875.26,,False,0,South Africa,00866d_56ad17a7,0,
00866d,ZUJCG,South Africa,1730505936.0,1730505936.0,18.549,-33.7693,167.64,False,34.05,355.67,0.0,,867.64,,False,0,South Africa,00866d_56ad17a7,0,
008692,KEM901,South Africa,1730419200.0,1730419200.0,28.2852,-26.0528,9151.62,False,191.7,231.1,0.0,,9851.62,,False,0,South Africa,008692_70ad1802,0,
008692,KEM901,South Africa,1730419313.0,1730419313.0,28.1137,-26.1776,9144.0,False,198.61,230.99,0.0,,9844.0,,False,0,South Africa,008692_70ad1802,0,
008692,KEM901,South Africa,1730419429.0,1730419429.0,27.9316,-26.3102,9144.0,False,203.19,231.48,0.0,,9844.0,,False,0,South Africa,008692_70ad1802,0,
008692,KEM901,South Africa,1730419533.0,1730419533.0,27.7645,-26.4315,9151.62,False,207.45,231.14,0.0,,9851.62,,False,0,South Africa,008692_70ad1802,0,
008692,KEM901,South Africa,1730419664.0,1730419664.0,27.5574,-26.5926,9151.62,False,211.05,226.38,0.0,,9851.62,,False,0,South Africa,008692_70ad1802,0,
008692,KEM901,South Africa,1730419781.0,1730419781.0,27.3778,-26.7455,9151.62,False,211.07,226.58,0.0,,9851.62,,False,0,South Africa,008692_70ad1802,0,
008692,KEM901,South Africa,1730419899.0,1730419899.0,27.1962,-26.8992,9144.0,False,210.36,226.78,0.0,,9844.0,,False,0,South Africa,008692_70ad1802,0,
008692,KEM901,South Africa,1730420005.0,1730420005.0,27.0331,-27.0367,9144.0,False,210.36,226.78,0.0,,9844.0,,False,0,South Africa,008692_70ad1802,0,
008692,KEM901,South Africa,1730420129.0,1730420129.0,26.8413,-27.1975,9144.0,False,209.28,226.89,0.0,,9844.0,,False,0,South Africa,008692_70ad1802,0,
008692,KEM901,South Africa,1730420146.0,1730420146.0,26.8146,-27.22,9144.0,False,209.28,226.89,0.0,,9844.0,,False,0,South Africa,008692_70ad1802,0,
0086f6,LNK483A,South Africa,1732924800.0,1732924800.0,26.8163,-23.3077,11277.6,False,237.48,182.98,0.0,,11977.6,,False,0,Botswana,0086f6_f9ec12bb,0,
0086f6,LNK483A,South Africa,1732924904.0,1732924904.0,26.8465,-23.5295,11277.6,False,243.3,166.05,0.0,,11977.6,,False,0,Botswana,0086f6_f9ec12bb,0,
0086f6,LNK483A,South Africa,1732925022.0,1732925022.0,26.9137,-23.7794,11277.6,False,242.18,166.11,0.0,,11977.6,,False,0,Botswana,0086f6_f9ec12bb,0,
0086f6,LNK483A,South Africa,1732925155.0,1732925155.0,26.9899,-24.0622,11277.6,False,244.8,166.14,0.0,,11977.6,,False,0,South Africa,0086f6_f9ec12bb,0,
0086f6,LNK483A,South Africa,1732925276.0,1732925276.0,27.0602,-24.3216,11277.6,False,244.43,165.99,0.0,,11977.6,,False,0,South Africa,0086f6_f9ec12bb,0,
0086f6,LNK483A,South Africa,1732925393.0,1732925393.0,27.1282,-24.5714,11277.6,False,244.93,166.02,0.0,,11977.6,,False,0,South Africa,0086f6_f9ec12bb,0,
0086f6,LNK483A,South Africa,1732925501.0,1732925501.0,27.1922,-24.8055,11277.6,False,247.17,165.91,0.0,,11977.6,,False,0,South Africa,0086f6_f9ec12bb,0,
0086f6,LNK483A,South Africa,1732925630.0,1732925630.0,27.327,-25.0613,11277.6,False,246.72,147.17,0.0,,11977.6,,False,0,South Africa,0086f6_f9ec12bb,0,
0086f6,LNK483A,South Africa,1732925753.0,1732925753.0,27.4897,-25.2912,11193.78,False,251.3,147.29,0.0,,11893.78,,False,0,South Africa,0086f6_f9ec12bb,0,
0086f6,LNK483A,South Africa,1732925854.0,1732925854.0,27.6267,-25.4842,9494.52,False,252.29,147.15,0.0,,10194.52,,False,0,South Africa,0086f6_f9ec12bb,0,
0086f6,LNK483A,South Africa,1732925982.0,1732925982.0,27.797,-25.7228,7612.38,False,228.89,147.2,0.0,,8312.380000000001,,False,0,South Africa,0086f6_f9ec12bb,0,
0086f6,LNK483A,South Africa,1732926103.0,1732926103.0,27.9409,-25.9236,6012.18,False,209.33,146.93,0.0,,6712.18,,False,0,South Africa,0086f6_f9ec12bb,0,
0086f6,LNK483A,South Africa,1732926211.0,1732926211.0,28.0606,-26.0901,4587.24,False,195.91,146.89,0.0,,5287.24,,False,0,South Africa,0086f6_f9ec12bb,0,
0086f6,LNK483A,South Africa,1732926341.0,1732926341.0,28.0825,-26.2751,3771.9,False,144.45,158.92,0.0,,4471.9,,False,0,South Africa,0086f6_f9ec12bb,0,
0086f6,LNK483A,South Africa,1732926447.0,1732926447.0,28.1957,-26.337,2788.92,False,134.59,62.95,0.0,,3488.92,,False,0,South Africa,0086f6_f9ec12bb,0,
0086f6,LNK483A,South Africa,1732926451.0,1732926451.0,28.2001,-26.3346,2743.2,False,81.49,15.0,0.0,,3443.2,,False,0,South Africa,0086f6_f9ec12bb,0,
008de5,SFR401,South Africa,1732320000.0,1732320000.0,28.2497,-26.0977,2049.78,False,89.83,16.98,0.0,,2749.78,,False,0,South Africa,008de5_e8224440,0,
008de5,SFR401,South Africa,1732320117.0,1732320117.0,28.3465,-26.0694,3070.86,False,158.87,129.88,0.0,,3770.86,,False,0,South Africa,008de5_e8224440,0,
008de5,SFR401,South Africa,1732320235.0,1732320235.0,28.5157,-26.1866,4419.6,False,194.77,126.84,0.0,,5119.6,,False,0,South Africa,008de5_e8224440,0,
008de5,SFR401,South Africa,1732320341.0,1732320341.0,28.6855,-26.3029,5760.72,False,204.86,127.24,0.0,,6460.72,,False,0,South Africa,008de5_e8224440,0,
008de5,SFR401,South Africa,1732320467.0,1732320467.0,28.9002,-26.45,6888.48,False,221.32,127.35,0.0,,7588.48,,False,0,South Africa,008de5_e8224440,0,
008de5,SFR401,South Africa,1732320579.0,1732320579.0,29.0974,-26.5957,7711.44,False,235.36,135.09,0.0,,8411.439999999999,,False,0,South Africa,008de5_e8224440,0,
008de5,SFR401,South Africa,1732320702.0,1732320702.0,29.3078,-26.7855,8564.88,False,246.27,135.08,0.0,,9264.88,,False,0,South Africa,008de5_e8224440,0,
008de5,SFR401,South Africa,1732320820.0,1732320820.0,29.5055,-26.984,9265.92,False,254.47,144.96,0.0,,9965.92,,False,0,South Africa,008de5_e8224440,0,
008de5,SFR401,South Africa,1732320941.0,1732320941.0,29.6844,-27.2116,10081.26,False,257.46,145.01,0.0,,10781.26,,False,0,South Africa,008de5_e8224440,0,
008de5,SFR401,South Africa,1732321060.0,1732321060.0,29.8643,-27.4403,10668.0,False,260.16,145.15,0.0,,11368.0,,False,0,South Africa,008de5_e8224440,0,
008de5,SFR401,South Africa,1732321175.0,1732321175.0,30.0371,-27.6595,10668.0,False,256.79,144.62,0.0,,11368.0,,False,0,South Africa,008de5_e8224440,0,
008de5,SFR401,South Africa,1732321187.0,1732321187.0,30.0555,-27.6825,10668.0,False,255.96,144.49,0.0,,11368.0,,False,0,South Africa,008de5_e8224440,0,
008de6,SFR352,South Africa,1731369600.0,1731369600.0,19.4564,-33.1218,8061.96,False,231.01,217.76,0.0,,8761.96,,False,0,South Africa,008de6_4577a3f8,0,
008de6,SFR352,South Africa,1731369727.0,1731369727.0,19.2676,-33.3264,6118.86,False,222.31,218.33,0.0,,6818.86,,False,0,South Africa,008de6_4577a3f8,0,
008de6,SFR352,South Africa,1731369845.0,1731369845.0,19.0975,-33.4996,4191.0,False,199.54,220.71,0.0,,4891.0,,False,0,South Africa,008de6_4577a3f8,0,
008de6,SFR352,South Africa,1731369965.0,1731369965.0,18.9509,-33.66,3200.4,False,170.26,205.79,0.0,,3900.4,,False,0,South Africa,008de6_4577a3f8,0,
008de6,SFR352,South Africa,1731370085.0,1731370085.0,18.863,-33.8116,2202.18,False,162.45,205.51,0.0,,2902.18,,False,0,South Africa,008de6_4577a3f8,0,
008de6,SFR352,South Africa,1731370201.0,1731370201.0,18.7803,-33.9551,1470.66,False,136.43,206.18,0.0,,2170.66,,False,0,South Africa,008de6_4577a3f8,0,
008de6,SFR352,South Africa,1731370316.0,1731370316.0,18.7041,-34.0681,922.02,False,106.56,251.13,0.0,,1622.02,,False,0,South Africa,008de6_4577a3f8,0,
008de6,SFR352,South Africa,1731370422.0,1731370422.0,18.6241,-34.0352,358.14,False,72.12,345.96,0.0,,1058.1399999999999,,False,0,South Africa,008de6_4577a3f8,0,
008ff4,GBB123J,South Africa,1730592000.0,1730592000.0,27.2552,-26.7501,8366.76,False,217.93,223.95,0.0,,9066.76,,False,0,South Africa,008ff4_58ceab80,0,
008ff4,GBB123J,South Africa,1730592113.0,1730592113.0,27.0795,-26.9134,8831.58,False,226.29,224.08,0.0,,9531.58,,False,0,South Africa,008ff4_58ceab80,0,
008ff4,GBB123J,South Africa,1730592229.0,1730592229.0,26.8921,-27.0843,9281.16,False,232.82,224.64,0.0,,9981.16,,False,0,South Africa,008ff4_58ceab80,0,
008ff4,GBB123J,South Africa,1730592333.0,1730592333.0,26.7187,-27.2413,9707.88,False,235.0,224.65,0.0,,10407.88,,False,0,South Africa,008ff4_58ceab80,0,
008ff4,GBB123J,South Africa,1730592448.0,1730592448.0,26.5279,-27.4131,10157.46,False,236.45,224.82,0.0,,10857.46,,False,0,South Africa,008ff4_58ceab80,0,
008ff4,GBB123J,South Africa,1730764800.0,1730764800.0,20.2525,-32.4788,10965.18,False,223.78,223.6,0.0,,11665.18,,False,0,South Africa,008ff4_8d7d19c1,0,
008ff4,GBB123J,South Africa,1730764920.0,1730764920.0,20.0575,-32.6521,10972.8,False,221.25,223.49,0.0,,11672.8,,False,0,South Africa,008ff4_8d7d19c1,0,
008ff4,GBB123J,South Africa,1730765016.0,1730765016.0,19.9039,-32.788,10789.92,False,210.66,223.91,0.0,,11489.92,,False,0,South Africa,008ff4_8d7d19c1,0,
008ff4,GBB123J,South Africa,1730765158.0,1730765158.0,19.6802,-32.9846,9814.56,False,214.67,223.83,0.0,,10514.56,,False,0,South Africa,008ff4_8d7d19c1,0,
008ff4,GBB123J,South Africa,1730765267.0,1730765267.0,19.4984,-33.1434,7985.76,False,232.11,224.1,0.0,,8685.76,,False,0,South Africa,008ff4_8d7d19c1,0,
008ff4,GBB123J,South Africa,1730765391.0,1730765391.0,19.2867,-33.3272,6256.02,False,217.92,224.14,0.0,,6956.02,,False,0,South Africa,008ff4_8d7d19c1,0,
008ff4,GBB123J,South Africa,1730765517.0,1730765517.0,19.1287,-33.5165,4701.54,False,202.42,211.91,0.0,,5401.54,,False,0,South Africa,008ff4_8d7d19c1,0,
008ff4,GBB123J,South Africa,1730765644.0,1730765644.0,18.9879,-33.7044,3352.8,False,176.14,212.11,0.0,,4052.8,,False,0,South Africa,008ff4_8d7d19c1,0,
008ff4,GBB123J,South Africa,1730765759.0,1730765759.0,18.8742,-33.8558,2194.56,False,166.43,212.12,0.0,,2894.56,,False,0,South Africa,008ff4_8d7d19c1,0,
008ff4,GBB123J,South Africa,1730765878.0,1730765878.0,18.7756,-33.986,1600.2,False,121.29,212.88,0.0,,2300.2,,False,0,South Africa,008ff4_8d7d19c1,0,
008ffa,GBB132K,South Africa,1732838400.0,1732838400.0,26.8257,-27.6043,11087.1,False,231.58,47.52,0.0,,11787.1,,False,0,South Africa,008ffa_0474e1a5,0,
008ffa,GBB132K,South Africa,1732838508.0,1732838508.0,27.0132,-27.4504,10165.08,False,238.47,47.36,0.0,,10865.08,,False,0,South Africa,008ffa_0474e1a5,0,
008ffa,GBB132K,South Africa,1732838637.0,1732838637.0,27.2397,-27.2634,8770.62,False,234.46,47.31,0.0,,9470.62,,False,0,South Africa,008ffa_0474e1a5,0,
008ffa,GBB132K,South Africa,1732838747.0,1732838747.0,27.413,-27.0962,7635.24,False,223.03,40.23,0.0,,8335.24,,False,0,South Africa,008ffa_0474e1a5,0,
008ffa,GBB132K,South Africa,1732838871.0,1732838871.0,27.5859,-26.9133,6416.04,False,205.18,40.12,0.0,,7116.04,,False,0,South Africa,008ffa_0474e1a5,0,
008ffa,GBB132K,South Africa,1732839000.0,1732839000.0,27.6981,-26.7256,5501.64,False,175.68,14.24,0.0,,6201.64,,False,0,South Africa,008ffa_0474e1a5,0,
008ffa,GBB132K,South Africa,1732839125.0,1732839125.0,27.8129,-26.5915,4434.84,False,174.07,108.43,0.0,,5134.84,,False,0,South Africa,008ffa_0474e1a5,0,
008ffa,GBB132K,South Africa,1732839224.0,1732839224.0,27.9565,-26.6619,3901.44,False,155.2,118.94,0.0,,4601.4400000000005,,False,0,South Africa,008ffa_0474e1a5,0,
008ffa,GBB132K,South Africa,1732839284.0,1732839284.0,28.0345,-26.7004,3642.36,False,144.5,115.74,0.0,,4342.360000000001,,False,0,South Africa,008ffa_0474e1a5,0,
009131,LNK652S,South Africa,1731196800.0,1731196800.0,20.6673,-33.2552,12192.0,False,219.74,242.54,0.0,,12892.0,,False,0,South Africa,009131_3b23c34d,0,
009131,LNK652S,South Africa,1731196943.0,1731196943.0,20.3727,-33.3938,12199.62,False,220.14,238.28,0.0,,12899.62,,False,0,South Africa,009131_3b23c34d,0,
009131,LNK652S,South Africa,1731197055.0,1731197055.0,20.1702,-33.5324,11582.4,False,211.77,226.38,0.0,,12282.4,,False,0,South Africa,009131_3b23c34d,0,
009131,LNK652S,South Africa,1731197179.0,1731197179.0,20.0906,-33.5812,10965.18,False,216.97,234.65,0.0,,11665.18,,False,0,South Africa,009131_3b23c34d,0,
009131,LNK652S,South Africa,1731197261.0,1731197261.0,19.9535,-33.6707,9951.72,False,235.94,230.13,0.0,,10651.72,,False,0,South Africa,009131_3b23c34d,0,
009131,LNK652S,South Africa,1731197421.0,1731197421.0,19.49,-33.9677,7482.84,False,188.49,233.1,0.0,,8182.84,,False,0,South Africa,009131_3b23c34d,0,
009131,LNK652S,South Africa,1731197542.0,1731197542.0,19.3001,-34.0863,6355.08,False,177.16,231.37,0.0,,7055.08,,False,0,South Africa,009131_3b23c34d,0,
009131,LNK652S,South Africa,1731197663.0,1731197663.0,19.1261,-34.2006,5265.42,False,168.03,232.46,0.0,,5965.42,,False,0,South Africa,009131_3b23c34d,0,
009131,LNK652S,South Africa,1731197778.0,1731197778.0,18.9576,-34.2929,4335.78,False,152.1,244.56,0.0,,5035.78,,False,0,South Africa,009131_3b23c34d,0,
009131,LNK652S,South Africa,1731197899.0,1731197899.0,18.7782,-34.3648,2804.16,False,152.08,243.69,0.0,,3504.16,,False,0,Sea,009131_3b23c34d,0,
009131,LNK652S,South Africa,1731197971.0,1731197971.0,18.6886,-34.3393,1973.58,False,151.61,247.87,0.0,,2673.58,,False,0,Sea,009131_3b23c34d,0,
009131,LNK652S,South Africa,1731198114.0,1731198114.0,18.6877,-34.2335,1463.04,False,126.75,353.94,0.0,,2163.04,,False,0,South Africa,009131_3b23c34d,0,
009131,LNK652S,South Africa,1731198226.0,1731198226.0,18.6724,-34.1883,1242.06,False,119.79,345.07,0.0,,1942.06,,False,0,South Africa,009131_3b23c34d,0,
009131,LNK652S,South Africa,1731198372.0,1731198372.0,18.6378,-34.0793,617.22,False,95.34,344.99,0.0,,1317.22,,False,0,South Africa,009131_3b23c34d,0,
00940f,ZSHMB,South Africa,1730937600.0,1730937600.0,18.428,-33.8989,83.82,False,28.14,30.78,0.0,,783.8199999999999,,False,0,South Africa,00940f_4f5cfeb5,0,
00940f,ZSHMB,South Africa,1730937716.0,1730937716.0,18.4308,-33.8849,487.68,False,39.85,140.76,0.0,,1187.68,,False,0,South Africa,00940f_4f5cfeb5,0,
00940f,ZSHMB,South Africa,1730937819.0,1730937819.0,18.4741,-33.9221,472.44,False,59.16,126.87,0.0,,1172.44,,False,0,South Africa,00940f_4f5cfeb5,0,
00940f,ZSHMB,South Africa,1730937948.0,1730937948.0,18.5481,-33.9538,342.9,False,59.66,97.43,0.0,,1042.9,,False,0,South Africa,00940f_4f5cfeb5,0,
00940f,ZSHMB,South Africa,1730938062.0,1730938062.0,18.6177,-33.9562,327.66,False,51.61,85.43,0.0,,1027.66,,False,0,South Africa,00940f_4f5cfeb5,0,
00940f,ZSHMB,South Africa,1730938180.0,1730938180.0,18.636,-33.9612,350.52,False,55.77,119.88,0.0,,1050.52,,False,0,South Africa,00940f_4f5cfeb5,0,
00940f,ZSHMB,South Africa,1730938292.0,1730938292.0,18.6709,-33.9789,388.62,False,59.38,125.48,0.0,,1088.62,,False,0,South Africa,00940f_4f5cfeb5,0,
00940f,ZSHMB,South Africa,1730938418.0,1730938418.0,18.8066,-34.0525,388.62,False,56.14,116.1,0.0,,1088.62,,False,0,South Africa,00940f_4f5cfeb5,0,
00940f,ZSHMB,South Africa,1730938537.0,1730938537.0,18.8557,-34.0896,678.18,False,54.64,131.95,0.0,,1378.1799999999998,,False,0,South Africa,00940f_4f5cfeb5,0,
00940f,ZSHMB,South Africa,1730938626.0,1730938626.0,18.8933,-34.1183,838.2,False,50.58,133.76,0.0,,1538.2,,False,0,South Africa,00940f_4f5cfeb5,0,
009893,SAA343,South Africa,1731456000.0,1731456000.0,28.2507,-26.0937,1988.82,False,91.37,15.68,0.0,,2688.8199999999997,,False,0,South Africa,009893_08560b6f,0,
009893,SAA343,South Africa,1731456109.0,1731456109.0,28.2378,-25.9952,2651.76,False,144.3,288.5,0.0,,3351.76,,False,0,South Africa,009893_08560b6f,0,
009893,SAA343,South Africa,1731456233.0,1731456233.0,28.0629,-26.0032,4160.52,False,160.14,226.82,0.0,,4860.52,,False,0,South Africa,009893_08560b6f,0,
009893,SAA343,South Africa,1731456363.0,1731456363.0,27.8929,-26.1611,4602.48,False,211.0,224.41,0.0,,5302.48,,False,0,South Africa,009893_08560b6f,0,
009893,SAA343,South Africa,1731456487.0,1731456487.0,27.7163,-26.3232,5996.94,False,206.62,224.6,0.0,,6696.94,,False,0,South Africa,009893_08560b6f,0,
009893,SAA343,South Africa,1731456602.0,1731456602.0,27.5463,-26.4789,6880.86,False,213.21,223.83,0.0,,7580.86,,False,0,South Africa,009893_08560b6f,0,
009893,SAA343,South Africa,1731456721.0,1731456721.0,27.3658,-26.6481,7574.28,False,223.4,223.88,0.0,,8274.279999999999,,False,0,South Africa,009893_08560b6f,0,
009a53,SAA333,South Africa,1732838400.0,1732838400.0,20.224,-32.282,10965.18,False,227.91,217.39,0.0,,11665.18,,False,0,South Africa,009a53_6c018551,0,
009a53,SAA333,South Africa,1732838470.0,1732838470.0,20.1221,-32.3949,10957.56,False,225.65,217.5,0.0,,11657.56,,False,0,South Africa,009a53_6c018551,0,
009a53,SAA333,South Africa,1732838616.0,1732838616.0,19.9072,-32.6313,10652.76,False,222.98,217.69,0.0,,11352.76,,False,0,South Africa,009a53_6c018551,0,
009a53,SAA333,South Africa,1732838734.0,1732838734.0,19.7365,-32.8185,9936.48,False,222.26,217.67,0.0,,10636.48,,False,0,South Africa,009a53_6c018551,0,
009a53,SAA333,South Africa,1732838860.0,1732838860.0,19.5498,-33.0217,8305.8,False,224.11,217.63,0.0,,9005.8,,False,0,South Africa,009a53_6c018551,0,
009a53,SAA333,South Africa,1732838988.0,1732838988.0,19.3725,-33.2144,7170.42,False,203.13,217.8,0.0,,7870.42,,False,0,South Africa,009a53_6c018551,0,
009a53,SAA333,South Africa,1732839103.0,1732839103.0,19.2218,-33.3769,6088.38,False,191.31,218.01,0.0,,6788.38,,False,0,South Africa,009a53_6c018551,0,
009a53,SAA333,South Africa,1732839225.0,1732839225.0,19.0728,-33.5239,5417.82,False,163.38,220.91,0.0,,6117.82,,False,0,South Africa,009a53_6c018551,0,
009a53,SAA333,South Africa,1732839345.0,1732839345.0,18.9382,-33.653,4648.2,False,151.67,221.15,0.0,,5348.2,,False,0,South Africa,009a53_6c018551,0,
009a53,SAA333,South Africa,1732839460.0,1732839460.0,18.8203,-33.7656,3954.78,False,143.64,221.22,0.0,,4654.780000000001,,False,0,South Africa,009a53_6c018551,0,
009a53,SAA333,South Africa,1732839582.0,1732839582.0,18.7481,-33.8927,3253.74,False,139.89,167.04,0.0,,3953.74,,False,0,South Africa,009a53_6c018551,0,
009a53,SAA333,South Africa,1732839683.0,1732839683.0,18.7811,-34.0163,2651.76,False,135.71,167.97,0.0,,3351.76,,False,0,South Africa,009a53_6c018551,0,
009a53,SAA333,South Africa,1732839800.0,1732839800.0,18.8122,-34.1507,1973.58,False,127.4,193.31,0.0,,2673.58,,False,0,South Africa,009a53_6c018551,0,
009a53,SAA333,South Africa,1732839927.0,1732839927.0,18.6973,-34.2181,1219.2,False,110.78,299.18,0.0,,1919.2,,False,0,South Africa,009a53_6c018551,0,
009a53,SAA333,South Africa,1732840055.0,1732840055.0,18.651,-34.1207,853.44,False,86.23,345.13,0.0,,1553.44,,False,0,South Africa,009a53_6c018551,0,
009a53,SAA333,South Africa,1732840171.0,1732840171.0,18.6261,-34.0422,403.86,False,71.75,345.47,0.0,,1103.8600000000001,,False,0,South Africa,009a53_6c018551,0,
009a53,SAA333,South Africa,1732840260.0,1732840260.0,18.6087,-33.9872,83.82,False,70.62,345.66,0.0,,783.8199999999999,,False,0,South Africa,009a53_6c018551,0,
00a3b9,LNK664Y,South Africa,1732752000.0,1732752000.0,30.3429,-26.2141,9083.04,False,207.15,230.34,0.0,,9783.04,,False,0,South Africa,00a3b9_4f639e5b,0,
00a3b9,LNK664Y,South Africa,1732752119.0,1732752119.0,30.1509,-26.3573,9685.02,False,213.74,230.37,0.0,,10385.02,,False,0,South Africa,00a3b9_4f639e5b,0,
00a3b9,LNK664Y,South Africa,1732752237.0,1732752237.0,29.9542,-26.5035,10187.94,False,219.28,230.52,0.0,,10887.94,,False,0,South Africa,00a3b9_4f639e5b,0,
00a3b9,LNK664Y,South Africa,1732752352.0,1732752352.0,29.7549,-26.6509,10561.32,False,226.26,230.63,0.0,,11261.32,,False,0,South Africa,00a3b9_4f639e5b,0,
00a3b9,LNK664Y,South Africa,1732752473.0,1732752473.0,29.5395,-26.8094,10965.18,False,229.56,230.64,0.0,,11665.18,,False,0,South Africa,00a3b9_4f639e5b,0,
00a3b9,LNK664Y,South Africa,1732752593.0,1732752593.0,29.3267,-26.9653,11338.56,False,229.63,230.82,0.0,,12038.56,,False,0,South Africa,00a3b9_4f639e5b,0,
00a3b9,LNK664Y,South Africa,1732752708.0,1732752708.0,29.122,-27.1146,11582.4,False,229.3,230.92,0.0,,12282.4,,False,0,South Africa,00a3b9_4f639e5b,0,
00a3b9,LNK664Y,South Africa,1732752830.0,1732752830.0,28.9038,-27.2729,11582.4,False,227.13,230.98,0.0,,12282.4,,False,0,South Africa,00a3b9_4f639e5b,0,
00a3b9,LNK664Y,South Africa,1732752931.0,1732752931.0,28.7342,-27.416,11582.4,False,232.8,221.86,0.0,,12282.4,,False,0,South Africa,00a3b9_4f639e5b,0,
00a3b9,LNK664Y,South Africa,1732753049.0,1732753049.0,28.5488,-27.599,11582.4,False,227.25,222.25,0.0,,12282.4,,False,0,South Africa,00a3b9_4f639e5b,0,
00a3b9,LNK664Y,South Africa,1732753182.0,1732753182.0,28.3425,-27.8012,11582.4,False,228.02,222.07,0.0,,12282.4,,False,0,South Africa,00a3b9_4f639e5b,0,
00a3b9,LNK664Y,South Africa,1732753193.0,1732753193.0,28.3265,-27.8169,11582.4,False,227.98,222.26,0.0,,12282.4,,False,0,South Africa,00a3b9_4f639e5b,0,
00a50e,SFR754,South Africa,1730937600.0,1730937600.0,28.272,-26.0125,2819.4,False,140.74,345.61,0.0,,3519.4,,False,0,South Africa,00a50e_2f3e9584,0,
00a50e,SFR754,South Africa,1730937713.0,1730937713.0,28.159,-25.8745,3360.42,False,186.16,320.94,0.0,,4060.42,,False,0,South Africa,00a50e_2f3e9584,0,
00a50e,SFR754,South Africa,1730937828.0,1730937828.0,28.045,-25.7124,5128.26,False,188.94,350.28,0.0,,5828.26,,False,0,South Africa,00a50e_2f3e9584,0,
